Resume,Price,Location,Bedrooms,Bathrooms,Area,Link,Contact,Listing Time
Brand New Tower | Luxury View and Amenities,"123,000 AED/year","Baynuna Tower 2, Corniche Road, Abu Dhabi",2,3,"1,780 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-corniche-road-baynuna-tower-2-13598947.html,tel:+971565045243,Listed 23 hours ago
6BR+MAIDS | JUST CAVALLI DESIGN | V2 LAYOUT,"220,000 AED/year","Just Cavalli Villas, Aquilegia, Damac Hills 2, Dubai",6,7,"3,465 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-damac-hills-2-aquilegia-just-cavalli-villas-13580060.html,tel:+971565065702,Listed 2 days ago
Community View | Furnished | Available Now,"115,000 AED/year","Botanica Tower, Dubai Marina, Dubai",1,2,718 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-botanica-tower-13408069.html,tel:+971565110697,Listed 23 days ago
Upgraded | Duplex | Marina View | 27th April,"325,000 AED/year","The Jewel Tower B, The Jewels, Dubai Marina, Dubai",3,5,"4,305 sqft",https://www.propertyfinder.ae/en/plp/rent/duplex-for-rent-dubai-dubai-marina-the-jewels-the-jewel-tower-b-13475111.html,tel:+971565110697,Listed 15 days ago
Exclusive | Fully Furnished | Partial Sea View,"100,000 AED/year","Elite Residence, Dubai Marina, Dubai",1,2,960 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-elite-residence-13523753.html,tel:+971506046991,Listed 9 days ago
Flexible cheques 6 | Fully Furnished | Luxurious,"79,000 AED/year","Binghatti Crest, Jumeirah Village Circle, Dubai",1,2,631 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-binghatti-crest-13286071.html,tel:+971585050122,Listed 1 month ago
Furnished | Panoramic Sea Views | Spacious,"400,000 AED/year","Jumeirah Gate Tower 2, The Address Jumeirah Resort and Spa, Jumeirah Beach Residence, Dubai",2,3,"1,164 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-the-address-jumeirah-resort-and-spa-jumeirah-gate-tower-2-13466684.html,tel:+971523992781,Listed 16 days ago
No Commission | Beach Access | Huge Apartment,"175,000 AED/year","The Extension, Tourist Club Area, Abu Dhabi",2,3,"1,812 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-tourist-club-area-the-extension-13479377.html,tel:+971565098554,Listed 15 days ago
Biggest Plot | Maids Room | Park Facing,"320,000 AED/year","Park Residences 4, Park Residences, DAMAC Hills, Dubai",4,5,"4,180 sqft",https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-dubai-damac-hills-park-residences-park-residences-4-13451001.html,tel:+971523992781,Listed 17 days ago
Converted | End of March 2025 | Private Garden,"140,000 AED/year","Mediterranean Townhouse, Jumeirah Village Triangle, Dubai",2,2,"1,690 sqft",https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-dubai-jumeirah-village-triangle-mediterranean-townhouse-13529290.html,tel:+971565153799,Listed 9 days ago
Pool View | Furnished | Ready To Move First Dec,"260,000 AED/year","Mulberry 2, Park Heights, Dubai Hills Estate, Dubai",2,3,"1,306 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-hills-estate-park-heights-mulberry-2-13370425.html,tel:+971565044533,Listed 28 days ago
6 cheques | Miele | No Construction | Pristine,"95,000 AED/year","DT1, Downtown Dubai, Dubai",studio,1,535 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-downtown-dubai-dt1-13585596.html,tel:+971561886437,Listed 2 days ago
Spacious 1st Floor Unit | Garden Views | Vacant,"130,000 AED/year","Zahra Apartments 1B, Zahra Apartments, Town Square, Dubai",3,3,"1,433 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-town-square-zahra-apartments-zahra-apartments-1b-13588953.html,tel:+971549952533,Listed 1 day ago
Spacious Layout | Ready to View | Inquire Now,"60,000 AED/year","Gardenia 1, Emirates Gardens 1, Jumeirah Village Circle, Dubai",1,1,967 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-emirates-gardens-1-gardenia-1-13510845.html,tel:+971545816558,Listed 10 days ago
Brand New | Kitchen Appliances | Ready to Move in,"85,000 AED/year","Binghatti Galaxy Tower B, Binghatti Galaxy, Jumeirah Village Circle, Dubai",1,1,610 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-binghatti-galaxy-binghatti-galaxy-tower-b-13578268.html,tel:+971564101057,Listed 3 days ago
Comfortable 1 BR | Fitted Kitchen | Prime Location,"75,000 AED/year","Binghatti Amber, Jumeirah Village Circle, Dubai",1,2,682 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-binghatti-amber-13576982.html,tel:+971565071659,Listed 3 days ago
Extended And Fully Upgraded | Brand New | Pool,"645,000 AED/year","Meadows 2, Meadows, Dubai",5,5,"4,100 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-meadows-meadows-2-13548309.html,tel:+971502316506,Listed 7 days ago
Internal Location | 5 Bed | Private Pool,"500,000 AED/year","Legacy, Jumeirah Park, Dubai",5,6,"4,689 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-jumeirah-park-legacy-12842063.html,tel:+971565067969,Listed 3 months ago
Spacious | Brand New | Keys in Hand,"190,000 AED/year","Urban Oasis, Business Bay, Dubai",2,3,"1,365 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-business-bay-urban-oasis-13533558.html,tel:+971565067119,Listed 8 days ago
All Bills Inclusive | Full Burj and Fountain View,"230,000 AED/year","The Address Residence Fountain Views 1, The Address Residence Fountain Views, Downtown Dubai, Dubai",1,2,840 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-downtown-dubai-the-address-residence-fountain-views-the-address-residence-fountain-views-1-12685513.html,tel:+971565095046,Listed 4 months ago
Chiller Free | Pool view | Kitchen appliances,"69,998 AED/year","Alcove, Jumeirah Village Circle, Dubai",1,2,849 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-alcove-13468163.html,tel:+971545813760,Listed 16 days ago
Vacant | Brand New | 4 cheques,"120,000 AED/year","Greenview, EMAAR South, Dubai South (Dubai World Central), Dubai",3,3,"1,992 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-dubai-south-dubai-world-central-emaar-south-greenview-13537005.html,tel:+971565151772,Listed 8 days ago
TYPE B | OPPOSITE PAVILION | VACANT MARCH,"215,000 AED/year","Quortaj, North Village, Al Furjan, Dubai",3,4,"2,396 sqft",https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-dubai-al-furjan-north-village-quortaj-13507702.html,tel:+971506039938,Listed 11 days ago
3 Bed Large | Private Pool | Single Row,"390,000 AED/year","Legacy, Jumeirah Park, Dubai",3,4,"3,527 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-jumeirah-park-legacy-13310899.html,tel:+971565067969,Listed 1 month ago
Community View | High Floor | Fully Furnished,"65,000 AED/year","Bloom Towers B, Bloom Towers, Jumeirah Village Circle, Dubai",studio,1,405 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-bloom-towers-bloom-towers-b-12906918.html,tel:+971565066897,Listed 3 months ago
RENTED: Contact me to lease your unit!,"170,000 AED/year","The Fairways West, The Fairways, The Views, Dubai",2,2,"1,290 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-the-views-the-fairways-the-fairways-west-13336786.html,tel:+971545822686,Listed 1 month ago
Fully Upgraded Unit | Unfurnished | Vacant Now,"155,000 AED/year","Shams 2, Shams, Jumeirah Beach Residence, Dubai",2,2,"1,323 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-shams-shams-2-13584622.html,tel:+971523992781,Listed 2 days ago
Large Layout |Canal View | Missoni Furnitures,"125,000 AED/year","Urban Oasis, Business Bay, Dubai",1,1,785 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-business-bay-urban-oasis-13245260.html,tel:+971565098891,Listed 1 month ago
1 Bed + Mezzanine| Upgraded | Furnished,"90,000 AED/year","Green Community West, Green Community, Dubai Investment Park (DIP), Dubai",1,1,940 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-investment-park-dip-green-community-west-13417645.html,tel:+971547919216,Listed 22 days ago
FULL Sea View | Large Layout | Appliances Included,"290,000 AED/year","The 8, The Crescent, Palm Jumeirah, Dubai",2,3,"1,336 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-palm-jumeirah-the-crescent-the-8-13308781.html,tel:+971565208507,Listed 1 month ago
Single Row | Vacant Now | Landscaped Garden,"460,000 AED/year","Sidra Villas II, Sidra Villas, Dubai Hills Estate, Dubai",4,4,"3,523 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-dubai-hills-estate-sidra-villas-sidra-villas-ii-12997300.html,tel:+971565042028,Listed 2 months ago
Fully Furnished | Spacious | Premium Lifestyle,"53,000 AED/year","Golden Dream Tower 1, Jumeirah Village Circle, Dubai",studio,1,467 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-golden-dream-tower-1-13165821.html,tel:+971523992781,Listed 1 month ago
Vacant | Open View | Well Maintained,"85,000 AED/year","SAFI 1A, Town Square, Dubai",2,2,928 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-town-square-safi-1a-13586549.html,tel:+971565049478,Listed 2 days ago
Burj and Lagoon View | Furnished | High Floor,"135,000 AED/year","Residences 16, District One, Mohammed Bin Rashid City, Dubai",1,2,755 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-mohammed-bin-rashid-city-district-one-residences-16-13424959.html,tel:+971523992781,Listed 21 days ago
Fully Furnished | Bills Included | Spacious Layout,"180,000 AED/year","Vida Residence 3, Vida Residence, The Hills, Dubai",1,2,772 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-the-hills-vida-residence-vida-residence-3-13536560.html,tel:+971565224275,Listed 8 days ago
Stunning 1BR | Spacious | Premium Location,"64,999 AED/year","Arabian, Canal Residence, Dubai Sports City, Dubai",1,2,756 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-sports-city-canal-residence-arabian-13085899.html,tel:+971565044533,Listed 2 months ago
Brand New | BLVD View | Available March 20th,"195,000 AED/year","Act Towers, Opera District, Downtown Dubai, Dubai",2,2,"1,110 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-downtown-dubai-opera-district-act-towers-13545613.html,tel:+971568460310,Listed 7 days ago
Stunning Palm View | Fully Furnished | Luxurious,"195,000 AED/year","Beach Isle, EMAAR Beachfront, Dubai Harbour, Dubai",1,1,936 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-beach-isle-13360680.html,tel:+971505974562,Listed 29 days ago
Fully Furnished | Ain Dubai View | Fully Upgraded,"600,000 AED/year","Apartment Building 7, Bluewaters Residences, Bluewaters, Dubai",3,5,"2,109 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-bluewaters-bluewaters-residences-apartment-building-7-13348832.html,tel:+971505974562,Listed 1 month ago
Keys in Hand | Upgraded | Closed Garage,"490,000 AED/year","Harmony 2, Harmony, Tilal Al Ghaf, Dubai",4,6,"4,648 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-tilal-al-ghaf-harmony-harmony-2-13405649.html,tel:+971501497853,Listed 23 days ago
Brand New | Vacant | Modern Style | Near Park,"200,000 AED/year","Park Residence 1, Park Residences, DAMAC Hills, Dubai",3,3,"1,762 sqft",https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-dubai-damac-hills-park-residences-park-residence-1-13568502.html,tel:+971565098601,Listed 3 days ago
Fully Furnished | Vacant Now | High Floor,"115,000 AED/year","Executive Residences 1, Executive Residences, Dubai Hills Estate, Dubai",1,1,657 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-hills-estate-executive-residences-executive-residences-1-13185906.html,tel:+971565042028,Listed 1 month ago
READY TO MOVE IN | WITH BALCONY | FAMILY AREA,"45,000 AED/year","Blue Waves Tower, Dubai Land Residence Complex, Dubai",studio,1,440 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-land-residence-complex-blue-waves-tower-13580508.html,tel:+971505957569,Listed 2 days ago
Golf Course View | Immaculate Condition | C1,"470,000 AED/year","Oliva, Victory Heights, Dubai Sports City, Dubai",5,5,"7,375 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-dubai-sports-city-victory-heights-oliva-13402458.html,tel:+971585228337,Listed 24 days ago
Fully Furnished | Burj Khalifa View | Modern,"90,000 AED/year","Binghatti Canal, Business Bay, Dubai",studio,1,488 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-business-bay-binghatti-canal-13199550.html,tel:+971523992781,Listed 1 month ago
Furnished | Villa Views | Great Amenities,"105,000 AED/year","Collective Tower 1, Collective, Dubai Hills Estate, Dubai",1,1,474 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-hills-estate-collective-collective-tower-1-13182303.html,tel:+971523992781,Listed 1 month ago
Crystal Lagoon View | Brand New | Spacious 1BR,"110,000 AED/year","Residences 21, District One, Mohammed Bin Rashid City, Dubai",1,2,788 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-mohammed-bin-rashid-city-district-one-residences-21-12264408.html,tel:+971501137631,Listed 5 months ago
Chiller Free | Studio | Community Facing,"80,000 AED/year","Mosela Waterside Residences, Mosela, The Views, Dubai",studio,1,558 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-the-views-mosela-mosela-waterside-residences-13521535.html,tel:+97144090911,Listed 9 days ago
Scenic Marina and Burj Khalifa Views | 3BR+Maids,"295,000 AED/year","Dubai Creek Residence Tower 1 South, Dubai Creek Harbour (The Lagoons), Dubai",3,4,"2,152 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-creek-harbour-the-lagoons-dubai-creek-residence-tower-1-south-13489312.html,tel:+971545820992,Listed 14 days ago
Furnished | Spacious | Available | Book it,"90,000 AED/year","Elite Business Bay Residence, Business Bay, Dubai",studio,1,907 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-business-bay-elite-business-bay-residence-13049003.html,tel:+971565055114,Listed 2 months ago
Modern 3BR | Fully Furnished | Prime Location,"255,000 AED/year","Hameni Tower, Jumeirah Village Circle, Dubai",3,4,"4,061 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-hameni-tower-13530728.html,tel:+971565092638,Listed 8 days ago
Hot Deal | 2 bed | Chiller\Ac Free | Available now,"110,000 AED/year","Marina Diamond 6, Marina Diamonds, Dubai Marina, Dubai",2,2,"1,084 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-diamonds-marina-diamond-6-13485339.html,tel:+971506430885,Listed 14 days ago
3 Bed + Maid Room | Spacious layout | Bright Unit,"180,000 AED/year","Bayshore, Creek Beach, Dubai Creek Harbour (The Lagoons), Dubai",3,3,"1,397 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-creek-harbour-the-lagoons-creek-beach-bayshore-13322686.html,tel:+971506053827,Listed 1 month ago
Vacant in Mar | Upgraded | Near community center,"150,000 AED/year","Al Thamam 28, Remraam, Dubai Land, Dubai",3,4,"1,479 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-land-al-thamam-28-13545828.html,tel:+971559267991,Listed 7 days ago
Available Now | Marina View | Fully Furnished,"165,000 AED/year","Marina Star, Dubai Marina, Dubai",1,1,840 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-star-12584657.html,tel:+971506420583,Listed 4 months ago
2 Bed | Marina Views | Unfurnished,"130,000 AED/year","Sadaf 7, Sadaf, Jumeirah Beach Residence, Dubai",2,3,"1,432 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-sadaf-sadaf-7-13335265.html,tel:+971585753910,Listed 1 month ago
Fully Furnished I Pool View I Ready to move,"119,999 AED/year","Bayshore, Creek Beach, Dubai Creek Harbour (The Lagoons), Dubai",1,1,701 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-creek-harbour-the-lagoons-creek-beach-bayshore-13544283.html,tel:+971547153590,Listed 7 days ago
Luxury Living | BR + Laundry | Huge Layout,"150,000 AED/year","Al Barsha South 3, Al Barsha South, Al Barsha, Dubai",2,3,"1,196 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-al-barsha-al-barsha-south-al-barsha-south-3-13446521.html,tel:+971545863054,Listed 18 days ago
Facing Sea | Best Layout | Available March 25,"220,000 AED/year","Princess Tower, Dubai Marina, Dubai",3,4,"1,998 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-princess-tower-13539969.html,tel:+971506337983,Listed 7 days ago
Brand New | Will Be Furnished | Open View,"60,000 AED/year","Luma 22, Jumeirah Village Circle, Dubai",studio,1,412 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-luma-22-13561026.html,tel:+971549946782,Listed 4 days ago
High Floor | Full Marina View | Modern,"263,000 AED/year","No.9, Dubai Marina, Dubai",3,4,"1,764 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-13310231.html,tel:+971569916344,Listed 1 month ago
Fully Furnished | Great Price | Prime Location,"184,950 AED/year","Upper Crest, Downtown Dubai, Dubai",3,4,"1,722 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-downtown-dubai-upper-crest-13451805.html,tel:+971565156865,Listed 17 days ago
5.5K Monthly | Including Bills | Grab Now,"49,990 AED/year","Diamond Views 1, Diamond Views, Jumeirah Village Circle, Dubai",studio,1,381 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-diamond-views-diamond-views-1-13263357.html,tel:+971545813760,Listed 1 month ago
1 Bedroom | Fully Furnished | Vacant | Mid Floor,"88,000 AED/year","Sulafa Tower, Dubai Marina, Dubai",1,1,734 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-sulafa-tower-12522288.html,tel:+971565060271,Listed 4 months ago
Vacant Soon |  Upgraded | Closed Kitchen |,"110,000 AED/year","Zinnia, The Roots DAMAC Hills 2, Damac Hills 2, Dubai",3,5,"1,881 sqft",https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-dubai-damac-hills-2-the-roots-damac-hills-2-zinnia-13292177.html,tel:+971565063273,Listed 1 month ago
AC Free | Unfurnished | Vacant | Near Metro,"60,000 AED/year","Marina Diamond 2, Marina Diamonds, Dubai Marina, Dubai",studio,1,438 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-diamonds-marina-diamond-2-13566778.html,tel:+971565044971,Listed 4 days ago
